"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.964642946E1,-4.459524613E0,-2.887705922E0,1.076533797E0
1.965647946E1,-3.751677643E0,-3.768435178E0,9.170457280E-1
1.966652846E1,-2.980663495E0,-4.679606794E0,8.139774424E-1
1.967657746E1,-1.840331897E0,-4.977615402E0,7.328104877E-1
1.968662646E1,-7.614843562E-1,-4.684737141E0,8.968687409E-1
1.969667646E1,-2.241100350E-1,-4.410784562E0,1.312940819E0
1.970672546E1,-6.754498869E-2,-4.302027521E0,1.788803017E0
1.971677446E1,3.738338390E-1,-3.802037373E0,2.227592112E0
1.972682446E1,1.180121608E0,-2.852341962E0,2.265807175E0
1.973687346E1,2.025728394E0,-2.206711121E0,1.625497885E0
1.974692246E1,2.913305325E0,-2.306249442E0,7.157880735E-1
1.975697246E1,3.936975322E0,-3.034804911E0,-1.551009035E-1
1.976702146E1,4.924974089E0,-4.305713605E0,-1.214320511E0
1.977707046E1,5.344552158E0,-5.469093173E0,-1.986182213E0
1.978711946E1,5.016967748E0,-5.930206938E0,-2.365831985E0
1.979716946E1,3.494340805E0,-5.126125324E0,-1.343148705E0
1.980721846E1,1.301746033E0,-3.615032306E0,1.846901901E-1
1.981726746E1,-9.957808256E-4,-2.289953837E0,4.388855384E-1
1.982731746E1,-3.133052167E-1,-1.076768271E0,2.482997103E-1
1.983736646E1,-2.301776907E-1,-2.461478984E-1,7.715221982E-2
1.984741546E1,-9.969034910E-2,2.869252110E-1,1.181383145E-1
1.985746546E1,-8.581695288E-2,9.007682490E-1,3.699702547E-1
1.986751446E1,1.866448778E-1,1.610222034E0,6.486006421E-1
1.987756346E1,6.806898692E-1,2.218354681E0,9.488405478E-1
1.988761246E1,1.209061233E0,2.885274065E0,8.804357260E-1
1.989766246E1,1.594736560E0,3.330571112E0,4.378436011E-1
1.990771146E1,1.770679572E0,3.523784752E0,-2.284758220E-1
1.991776046E1,1.914148024E0,3.762823021E0,-7.675353473E-1
1.992781046E1,1.990101601E0,4.104882798E0,-1.084550915E0
1.993785946E1,2.033233295E0,4.451155493E0,-1.312990521E0
1.994790846E1,1.957707734E0,4.970369532E0,-1.629281033E0
1.995795846E1,1.926461676E0,5.542618402E0,-1.806121300E0
1.996800746E1,2.097723699E0,5.915671345E0,-1.585115844E0
1.997805646E1,2.359098039E0,5.867974437E0,-1.233363138E0
1.998810546E1,2.584536854E0,5.431567497E0,-1.076400481E0
1.999815546E1,2.551463833E0,4.874790945E0,-9.594702011E-1
2.000820446E1,2.405556506E0,4.257475246E0,-9.010652876E-1
2.001825346E1,2.069554737E0,3.875368474E0,-9.709278202E-1
2.002830346E1,1.620992313E0,3.438162219E0,-9.825041378E-1
2.003835246E1,1.135091031E0,2.866057776E0,-7.819960964E-1
2.004840146E1,7.929771674E-1,2.414059820E0,-5.197660526E-1
2.005845146E1,5.933994180E-1,2.117777309E0,-3.460762658E-1
2.006850046E1,3.736660239E-1,1.912355853E0,-3.564585819E-1
2.007854946E1,9.215504229E-3,1.580928653E0,-4.386329752E-1
2.008859846E1,-6.342311096E-1,1.070912284E0,-5.350804951E-1
2.009864846E1,-1.365328363E0,5.545926172E-1,-7.309446412E-1
2.010869746E1,-2.034939221E0,1.814034337E-1,-8.146071875E-1
2.011874646E1,-2.537008346E0,-1.787844658E-1,-6.122111167E-1
2.012879646E1,-2.769893298E0,-7.616343373E-1,3.762683272E-2
2.013884546E1,-3.282031328E0,-1.452930179E0,1.273874402E-2
2.014889446E1,-3.267886329E0,-1.898433632E0,4.107435107E-2
2.015894446E1,-2.515695830E0,-2.302046463E0,-1.902087923E-1
2.016899346E1,-1.572503692E0,-2.679280166E0,-7.340617919E-1
2.017904246E1,-9.409646407E-1,-2.805230945E0,-1.560451119E0
2.018909146E1,-6.546320450E-1,-2.599234707E0,-2.815239040E0
2.019914146E1,-6.987948954E-1,-2.268989815E0,-3.750911073E0
2.020919046E1,-1.182307297E0,-2.517614594E0,-3.276093189E0
2.021923946E1,-2.105936405E0,-2.981615129E0,-2.400141692E0
2.022928946E1,-3.171873879E0,-3.441988052E0,-1.435828827E0
2.023933846E1,-3.843569268E0,-4.125262098E0,-1.216086187E-1
2.024938746E1,-3.792420457E0,-4.977884958E0,1.310507208E0
2.025943646E1,-3.121064206E0,-5.965792508E0,2.225576577E0
2.026948646E1,-2.433887728E0,-6.717439216E0,2.845031773E0
2.027953546E1,-1.673704377E0,-6.729471617E0,3.106887047E0
2.028958446E1,-8.170826063E-1,-5.663506662E0,3.132799568E0
2.029963446E1,1.079103649E-1,-3.624240502E0,2.744665486E0
2.030968346E1,8.755035996E-1,-1.849612305E0,2.562500160E0
2.031973246E1,1.601511144E0,-1.041659834E0,2.803266281E0
2.032978246E1,2.315518741E0,-1.477263367E0,2.988501395E0
2.033983146E1,3.054182876E0,-2.424982418E0,2.797802643E0
2.034988046E1,3.612767972E0,-3.064498242E0,2.046300945E0
2.035992946E1,3.374316179E0,-3.295355671E0,9.523757744E-1
2.036997946E1,2.354095161E0,-3.134477718E0,6.820776602E-2
2.038002846E1,1.139223551E0,-2.718750626E0,9.309352040E-3
2.039007746E1,9.776836932E-3,-2.320572782E0,2.123352045E-1
2.040012746E1,-9.950464153E-1,-1.829071037E0,1.169250172E-1
2.041017567E1,-1.783652204E0,-1.428345560E0,1.333130177E-1
2.042022467E1,-2.068395234E0,-1.456577672E0,1.135025834E0
2.043027367E1,-1.161825086E0,1.924529171E-1,8.139429438E-1
2.044032367E1,-2.599672079E-2,7.551339877E-1,1.102825218E0
2.045037267E1,-1.864136204E-1,-2.261843348E-1,1.376962568E0
2.046042167E1,5.080967277E-1,7.826082999E-1,6.991281867E-1
2.047047167E1,1.687679515E0,2.160393571E0,6.438187891E-1
2.048052067E1,2.501111704E0,2.645496708E0,7.260639703E-1
2.049056967E1,3.112289289E0,3.012533451E0,4.232272796E-1
2.050061967E1,3.125085628E0,3.344659978E0,-1.444560109E-1
2.051066867E1,2.769347460E0,3.825618609E0,-6.366115111E-1
2.052071767E1,2.376737334E0,4.327338948E0,-8.475872380E-1
2.053076667E1,2.010777356E0,4.802294827E0,-8.563112837E-1
2.054081667E1,1.805113825E0,5.439489890E0,-7.653666151E-1
2.055086567E1,1.673207949E0,5.900482618E0,-5.769354129E-1
2.056091467E1,1.595522426E0,5.810609744E0,-5.830463014E-1
2.057096367E1,1.644564193E0,5.534606547E0,-3.046457462E-1
2.058101367E1,1.884218466E0,5.181203756E0,2.091466812E-1
2.059106267E1,2.163571533E0,4.878146662E0,5.016770697E-1
2.060111167E1,2.279433234E0,4.512851220E0,5.271188897E-1
2.061116167E1,1.834533505E0,4.016184044E0,3.632401826E-1
2.062121067E1,8.735900983E-1,3.601752110E0,2.119902005E-1
2.063125967E1,-2.011027032E-1,3.407808153E0,-5.524332404E-2
2.064130967E1,-9.790884867E-1,3.320492851E0,-1.864045207E-1
2.065135867E1,-1.329704494E0,3.062639996E0,-1.097879058E-1
2.066140767E1,-1.554738682E0,2.468250060E0,-1.541641796E-1
2.067145667E1,-1.793089610E0,1.879102153E0,-3.759221721E-1
2.068150667E1,-2.316656024E0,1.503710323E0,-5.050310326E-1
2.069155567E1,-2.769421427E0,1.133741786E0,-8.159719276E-1
2.070160467E1,-2.863177145E0,5.103028822E-1,-1.006863053E0
2.071165467E1,-2.815440476E0,-7.038936675E-2,-7.506497580E-1
2.072170367E1,-2.671317428E0,-7.534008729E-1,-9.745963633E-2
2.073175267E1,-2.481199889E0,-1.310177425E0,2.573938483E-1
2.074180167E1,-2.663438597E0,-1.571759634E0,1.549915606E-1
2.075185167E1,-3.381246884E0,-1.491276804E0,-3.134540284E-1
2.076190067E1,-4.088820789E0,-1.651505715E0,-1.009472666E0
2.077194967E1,-4.379598730E0,-2.347348936E0,-1.471852938E0
2.078199967E1,-4.150056339E0,-2.912902159E0,-1.955020062E0
2.079204867E1,-3.913331521E0,-3.468630890E0,-2.362408440E0
2.080209767E1,-3.692576618E0,-4.179213772E0,-2.000407319E0
2.081214667E1,-3.299180920E0,-4.487652059E0,-8.711146796E-1
2.082219667E1,-2.727299547E0,-4.433581687E0,4.864965284E-1
2.083224567E1,-2.259610296E0,-4.175593176E0,1.610861135E0
2.084229467E1,-2.109307325E0,-4.236127061E0,2.551770519E0
2.085234467E1,-1.957293167E0,-4.821421069E0,3.261796746E0
2.086239367E1,-1.256428065E0,-4.865859323E0,3.485697159E0
2.087244267E1,2.121197346E-1,-4.249746981E0,3.148550212E0
2.088249167E1,2.127561748E0,-3.704032191E0,2.324979243E0
2.089254167E1,4.519314440E0,-3.240726305E0,1.232335782E0
2.090259067E1,6.600940461E0,-2.779653470E0,5.281914152E-2
2.091263967E1,8.118830867E0,-2.652745501E0,-1.313539574E0
2.092268967E1,7.583065699E0,-2.906357371E0,-2.023294491E0
2.093273867E1,4.583671819E0,-3.090897251E0,-1.303001722E0
2.094278767E1,1.094435633E0,-3.220318937E0,2.342114655E-1
2.095283667E1,-1.153522332E0,-3.002272173E0,6.895434308E-1
2.096288667E1,-2.099815832E0,-2.629781731E0,2.739993560E-1
2.097293567E1,-2.431456748E0,-2.428810591E0,-1.933276606E-1
2.098298467E1,-2.006534032E0,-2.412600939E0,-1.389696050E-1
2.099303467E1,-1.325363814E0,-2.226495759E0,9.495995164E-2
2.100308367E1,-1.093122348E0,-1.140538005E0,9.062248707E-2
2.101313267E1,-5.460010108E-1,4.490252316E-1,6.622065282E-1
2.102318167E1,6.837766144E-1,1.654237534E0,1.789374290E0
2.103323167E1,1.951826605E0,2.598865163E0,2.061333113E0
2.104328067E1,2.768911258E0,3.065670024E0,1.106648785E0
2.105332967E1,3.045624891E0,3.316806766E0,-2.558963764E-1
2.106337967E1,2.531016412E0,3.796482518E0,-1.588855577E0
2.107342867E1,1.952801336E0,4.390271360E0,-2.153768237E0
2.108347767E1,2.000562270E0,4.561103613E0,-1.540479515E0
2.109352667E1,2.476756005E0,4.381342662E0,-8.465024333E-1
2.110357667E1,3.051718567E0,4.760135817E0,-5.806111188E-1
2.111362567E1,3.657380473E0,5.202363660E0,-4.686660290E-2
2.112367467E1,3.906310769E0,5.581960223E0,7.482274758E-1
2.113372467E1,3.611638290E0,6.036715141E0,1.244954073E0
2.114377367E1,2.920648550E0,5.854862641E0,1.403572662E0
2.115382267E1,2.297919499E0,5.059905022E0,1.408704178E0
2.116387167E1,2.046366726E0,4.440560923E0,1.073166386E0
2.117392167E1,2.055303611E0,3.790769203E0,5.224042797E-1
2.118397067E1,2.321862970E0,2.830118449E0,1.276998277E-1
2.119401967E1,2.474617386E0,2.385671003E0,-5.333056824E-1
2.120406967E1,2.076278158E0,2.198131501E0,-1.289411477E0
2.121411867E1,1.451449079E0,1.982753406E0,-2.033348193E0
2.122416767E1,6.661133453E-1,1.734985828E0,-2.343360404E0
2.123421667E1,-1.262770540E-1,1.028060380E0,-1.947028087E0
2.124426667E1,-8.009779125E-1,4.353708136E-1,-1.228399436E0
2.125431567E1,-1.372373089E0,-5.569823742E-2,-4.657003212E-1
2.126436467E1,-1.622135736E0,-8.036904359E-1,-3.662461996E-2
2.127441467E1,-1.604556959E0,-1.378519682E0,-2.004216488E-1
2.128446367E1,-1.509211676E0,-2.202388859E0,-8.884526972E-1
2.129451267E1,-1.378399814E0,-2.940824368E0,-1.879874131E0
2.130456167E1,-8.530599394E-1,-3.434288439E0,-2.402536712E0
2.131461167E1,-3.152114090E-1,-3.278592288E0,-2.822300137E0
2.132466067E1,-2.242529994E-1,-2.829484611E0,-3.219499158E0
2.133470967E1,-6.013782361E-1,-2.430056047E0,-2.899807320E0
2.134475967E1,-9.735184291E-1,-2.440146003E0,-2.247248551E0
2.135480867E1,-1.519454243E0,-3.345707214E0,-1.927024909E0
2.136485767E1,-2.552875935E0,-4.318358794E0,-1.936208400E0
2.137490667E1,-3.433575078E0,-4.790144312E0,-1.872991812E0
2.138495667E1,-4.021976296E0,-5.384066471E0,-1.451676389E0
2.139500567E1,-4.033593544E0,-5.823104659E0,1.404140134E-1
2.140505467E1,-3.672563938E0,-5.849787843E0,1.618424069E0
2.141510529E1,-3.560514914E0,-5.644216697E0,1.770636302E0
2.142515429E1,-2.773826135E0,-4.891677704E0,1.640431527E0
2.143520329E1,-1.299052805E0,-3.677169498E0,1.856286463E0
2.144525229E1,-1.398177436E-1,-2.835745225E0,1.855696918E0
2.145530229E1,1.000046662E0,-2.049930897E0,2.304769804E0
2.146535129E1,2.242806860E0,-1.678392967E0,2.974539413E0
2.147540029E1,3.005184963E0,-1.867801239E0,3.247707003E0
2.148544929E1,2.737676016E0,-1.972052416E0,3.022811687E0
2.149549929E1,1.993168174E0,-2.200033016E0,2.602931317E0
2.150554829E1,1.185769434E0,-2.673083287E0,2.302681471E0
2.151559729E1,1.923570228E-1,-2.922999131E0,2.499919457E0
2.152564729E1,-8.849474376E-1,-2.723636559E0,2.341873019E0
2.153569629E1,-1.650046835E0,-2.291661808E0,1.855570472E0
2.154574529E1,-2.039087528E0,-1.805848235E0,1.276166364E0
2.155579429E1,-1.997078792E0,-1.129583831E0,6.799306083E-1
2.156584429E1,-1.451749041E0,-7.253295600E-1,2.098706031E-1
2.157589329E1,-4.378786844E-1,-2.224853861E-1,-2.395955086E-1
2.158594229E1,8.537502033E-1,3.332211256E-1,-2.818673694E-1
2.159599229E1,2.291696599E0,8.315225977E-1,-8.476269990E-3
2.160604129E1,3.387542873E0,1.106493176E0,2.089688163E-1
2.161609029E1,3.467920161E0,1.343268573E0,3.853255181E-1
2.162613929E1,2.662721728E0,1.869516227E0,5.059278493E-1
2.163618929E1,1.840913987E0,2.740520979E0,4.499900222E-1
2.164623829E1,1.237234872E0,3.591066324E0,3.434676401E-1
2.165628729E1,9.520167553E-1,4.666734148E0,5.470805530E-1
2.166633729E1,7.015784624E-1,5.839577435E0,3.844649541E-1
2.167638629E1,6.014182895E-1,6.576430687E0,2.744930072E-1
2.168643529E1,1.252327997E0,6.418958153E0,6.399286366E-1
2.169648429E1,2.033703412E0,5.330256885E0,1.096420836E0
2.170653429E1,2.544429632E0,4.324913523E0,1.301582018E0
2.171658329E1,2.532778763E0,3.719193437E0,9.420846748E-1
2.172663229E1,2.279777050E0,3.695236809E0,5.251607303E-1
2.173668129E1,1.778391464E0,3.830903907E0,5.140732399E-1
2.174673129E1,1.231161661E0,4.006582332E0,5.400007443E-1
2.175678029E1,9.247406638E-1,4.390537993E0,7.581334631E-1
2.176682929E1,3.243810126E-1,4.039806796E0,9.913929288E-1
2.177687929E1,-6.355543345E-2,3.519902201E0,9.005682743E-1
2.178692829E1,-4.264134640E-1,2.789697232E0,4.283728659E-1
2.179697729E1,-1.153876965E0,2.083845917E0,-4.363190858E-1
2.180702629E1,-1.557595924E0,1.934432600E0,-8.256093085E-1
2.181707629E1,-1.781739288E0,1.899025955E0,-7.145706832E-1
2.182712529E1,-2.105287072E0,1.877693558E0,-8.395816688E-1
2.183717429E1,-2.255700555E0,1.718272147E0,-7.544883089E-1
2.184722429E1,-2.097162951E0,8.290433782E-1,-3.092343852E-1
2.185727329E1,-1.761794727E0,5.572864294E-2,-2.403531615E-1
2.186732229E1,-1.756011246E0,-8.781553119E-1,-8.279620819E-1
2.187737129E1,-1.748416006E0,-1.587323753E0,-1.607315383E0
2.188742129E1,-1.980109295E0,-1.433198749E0,-1.913395926E0
2.189747029E1,-2.413358154E0,-1.116210079E0,-2.127130369E0
2.190751929E1,-2.997047978E0,-1.059502612E0,-1.990940677E0
2.191756829E1,-3.617804471E0,-1.189373365E0,-1.611424660E0
2.192761829E1,-3.962159573E0,-1.983594820E0,-1.809852408E0
2.193766729E1,-4.321898991E0,-3.338658981E0,-2.139110437E0
2.194771629E1,-4.287875797E0,-3.450620881E0,-2.187372040E0
2.195776629E1,-3.289037755E0,-3.256428418E0,-4.041327949E-1
2.196781529E1,-1.890056911E0,-4.477740444E0,1.739450616E0
2.197786429E1,-6.720681497E-1,-5.863054590E0,3.177451830E0
2.198791329E1,7.787555695E-2,-6.382548711E0,3.568601321E0
2.199796329E1,1.243878770E0,-5.438525099E0,3.690564884E0
2.200801229E1,3.004814542E0,-3.494309523E0,3.542233302E0
2.201806129E1,4.541540291E0,-2.238980150E0,2.963078871E0
2.202811029E1,5.315133061E0,-2.482211457E0,1.528689190E0
2.203816029E1,5.398692697E0,-3.210041286E0,-6.855129451E-2
2.204820929E1,4.355642687E0,-3.978493477E0,-1.355110792E0
2.205825829E1,2.360598142E0,-4.811163883E0,-2.213033130E0
2.206830829E1,3.106774780E-1,-4.835874801E0,-1.726469944E0
2.207835729E1,-1.613756676E0,-4.430952778E0,-7.072312582E-1
2.208840629E1,-2.914335312E0,-4.388418378E0,2.409096703E-1
2.209845529E1,-3.230672017E0,-4.241480772E0,6.532768066E-1
2.210850529E1,-2.698055575E0,-3.166178983E0,1.590749636E-1
2.211855429E1,-1.756043114E0,-1.634991424E0,-4.203142333E-1
2.212860329E1,-9.075203213E-1,-3.777020645E-1,-8.368581820E-1
2.213865229E1,-1.128334281E0,9.405041724E-1,-1.726258859E-1
2.214870229E1,7.389690676E-1,2.741680482E0,1.870940609E0
2.215875129E1,-1.154743815E0,5.938654411E-1,-8.646570146E-4
2.216880029E1,-4.376433340E-1,2.654050015E0,-1.604738223E0
2.217885029E1,1.218358013E-1,3.587866727E0,-2.214178015E0
2.218889929E1,7.217341071E-1,3.018956033E0,-1.780081894E0
2.219894829E1,1.914514060E0,2.047680303E0,-1.637240117E0
2.220899729E1,2.397626220E0,2.677263461E0,-1.068800855E0
2.221904729E1,2.839364359E0,4.157446927E0,1.634986746E-1
2.222909629E1,3.292808624E0,5.254306816E0,7.447209737E-1
2.223914529E1,3.235276407E0,5.769244786E0,6.299826689E-1
2.224919429E1,3.067228014E0,6.294667983E0,6.102296050E-1
2.225924429E1,3.108695006E0,6.896462249E0,9.204960237E-1
2.226929329E1,3.076310202E0,6.975201439E0,9.869246328E-1
2.227934229E1,2.744771028E0,6.476766066E0,9.649695075E-1
2.228939229E1,1.886767852E0,4.992078490E0,5.946580312E-1
2.229944129E1,-3.277598262E-2,1.919181892E0,-1.695208097E0
2.230949029E1,5.210448021E-1,3.658560734E0,-9.641941667E-1
2.231953929E1,2.520978497E0,5.323212159E0,-3.106078961E-1
2.232958929E1,2.159152792E0,4.161311937E0,-8.926055360E-1
2.233963829E1,1.534294184E0,2.920716378E0,-1.349537373E0
2.234968729E1,5.193362457E-1,1.785307551E0,-1.836380349E0
2.235973629E1,5.664987177E-1,1.562467239E0,-1.508861135E0
2.236978629E1,1.360560836E0,1.540481708E0,-8.219360876E-1
2.237983529E1,1.683563075E0,7.543872982E-1,-2.372835195E-1
2.238988429E1,1.077861992E0,-1.389186757E0,3.989018758E-1
2.239993329E1,6.474048865E-1,-9.439148533E-1,-1.584152515E-1
2.240998704E1,4.981456438E-1,1.246454469E0,-5.330144911E-1
2.242003604E1,6.979312617E-1,8.180295628E-1,4.722773425E-1
2.243008504E1,2.323282966E-1,5.971176624E-2,3.218074337E-1
2.244013504E1,-1.323692679E-2,-7.953382730E-1,8.905823994E-1
2.245018404E1,-3.207209480E-1,-2.616595091E0,4.700681913E-1
2.246023304E1,-1.023512708E0,-4.133653437E0,-1.222839995E-1
2.247028204E1,-1.791842107E0,-4.991641118E0,-1.337389782E0
2.248033204E1,-2.201265901E0,-4.671414844E0,-2.159142267E0
2.249038104E1,-2.631139747E0,-3.507304375E0,-2.495401606E0
2.250043004E1,-3.042808872E0,-2.547985616E0,-2.632643943E0
2.251047904E1,-3.433487370E0,-2.262101794E0,-2.417709067E0
2.252052904E1,-3.768603286E0,-2.506232404E0,-1.573971636E0
2.253057804E1,-4.376724823E0,-3.169604282E0,-6.000582272E-1
2.254062704E1,-5.072488815E0,-3.848807496E0,-2.018811503E-2
2.255067704E1,-5.435965773E0,-4.363201675E0,6.328874195E-1
2.256072604E1,-4.839596846E0,-4.787320107E0,1.099529142E0
2.257077504E1,-3.493641478E0,-4.449676148E0,8.989673066E-1
2.258082404E1,-2.371064073E0,-3.667460781E0,4.940710115E-1
2.259087404E1,-1.334334320E0,-3.149710885E0,4.684192765E-1
2.260092304E1,-3.981518242E-1,-2.389334283E0,4.985078788E-1
2.261097204E1,1.399528143E-1,-1.825939268E0,8.676496196E-1
2.262102104E1,1.263258782E-1,-2.033464553E0,1.174599205E0
2.263107104E1,-3.430043945E-1,-2.957539219E0,1.213370923E0
2.264112004E1,-5.577097678E-1,-3.892930001E0,1.294360707E0
2.265116904E1,-4.520532122E-1,-4.803170155E0,1.384887300E0
2.266121804E1,-2.262834451E-1,-5.312674307E0,1.606399709E0
2.267126804E1,1.798930979E-1,-5.235675833E0,2.302479157E0
2.268131704E1,4.548759556E-1,-4.664320418E0,3.767713047E0
2.269136604E1,4.652231884E-1,-4.026121387E0,4.474543186E0
2.270141604E1,1.140288329E0,-3.517274462E0,4.617180165E0
2.271146504E1,1.050359029E0,-2.303347469E0,4.260744424E0
2.272151404E1,1.090121265E0,-8.271857178E-1,3.566385226E0
2.273156304E1,1.131187137E0,4.563506234E-1,2.519132531E0
2.274161304E1,1.322084110E0,1.616903062E0,1.557304147E0
2.275166204E1,1.575293399E0,2.680584095E0,1.028148599E0
2.276171104E1,1.733850299E0,3.475433541E0,6.765439010E-1
2.277176004E1,1.847350895E0,4.065738028E0,4.525990498E-1
2.278181004E1,1.981520228E0,4.560785524E0,2.119627368E-1
2.279185904E1,2.167111145E0,4.939486878E0,4.281294756E-3
2.280190804E1,2.318442933E0,5.186345213E0,-1.175559135E-1
2.281195704E1,2.452207347E0,5.328020909E0,-2.009547504E-1
2.282200704E1,2.656059703E0,5.340999974E0,-3.392227077E-1
2.283205604E1,2.869819582E0,5.265858575E0,-4.563284039E-1
2.284210504E1,3.063967607E0,5.237637573E0,-6.082835054E-1
2.285215504E1,3.226162937E0,5.307731656E0,-7.162289536E-1
2.286220404E1,3.246587846E0,5.496910132E0,-8.256192487E-1
2.287225304E1,3.351701195E0,5.901597097E0,-7.144057918E-1
2.288230204E1,3.487858289E0,6.171982874E0,1.256607574E-1
2.289235204E1,3.159974210E0,5.911808674E0,2.283547116E-1
2.290240104E1,2.669388139E0,5.390704231E0,-2.228017570E-1
2.291245004E1,2.091598448E0,4.722756906E0,-6.832968503E-1
2.292249904E1,1.472755748E0,3.991091303E0,-8.990164232E-1
2.293254904E1,9.207812217E-1,3.364228270E0,-9.381893329E-1
2.294259804E1,4.116662014E-1,2.747436481E0,-9.380144280E-1
2.295264704E1,-1.079708835E-1,2.005259339E0,-8.585262090E-1
2.296269604E1,-7.677449700E-1,1.272664028E0,-8.222769803E-1
2.297274604E1,-1.565370966E0,4.080982304E-1,-7.982870239E-1
2.298279504E1,-2.357671318E0,-4.567418021E-1,-6.970875084E-1
2.299284404E1,-3.270422266E0,-1.170470486E0,-6.828782628E-1
2.300289404E1,-4.178330258E0,-1.621158666E0,-7.273146898E-1
2.301294304E1,-4.890905287E0,-2.039601206E0,-8.616592202E-1
2.302299204E1,-5.003846596E0,-2.213054180E0,-1.055084456E0
2.303304104E1,-4.411465178E0,-2.009449453E0,-1.259586731E0
2.304309104E1,-4.199839533E0,-1.706707524E0,-1.511873036E0
2.305314004E1,-4.300347323E0,-1.565886106E0,-1.550372858E0
2.306318904E1,-4.283735383E0,-1.816751538E0,-1.218811245E0
2.307323804E1,-4.326388483E0,-2.644720783E0,-9.598888618E-1
2.308328804E1,-4.438815822E0,-3.688056428E0,-8.120613098E-1
2.309333704E1,-4.304622807E0,-4.279470132E0,-4.440200150E-1
2.310338604E1,-3.683201485E0,-4.264569672E0,6.522861421E-2
2.311343504E1,-2.823502032E0,-3.955411593E0,1.208081532E0
2.312348504E1,-2.518083540E0,-3.967080297E0,2.143253043E0
2.313353404E1,-2.077675058E0,-4.126208178E0,2.930402291E0
2.314358304E1,-1.070753532E0,-3.853078303E0,3.567886207E0
2.315363304E1,7.335302800E-2,-3.177890956E0,4.010212283E0
2.316368204E1,6.328245619E-1,-2.829502738E0,4.123771643E0
2.317373104E1,9.899824342E-1,-2.935865929E0,3.492258319E0
2.318378004E1,1.705275541E0,-3.827663965E0,3.096574312E0
2.319383004E1,2.542756744E0,-5.260580294E0,2.217999755E0
2.320387904E1,3.518535999E0,-6.694831542E0,3.667198241E-1
2.321392804E1,4.545795310E0,-7.880978413E0,-2.234339799E0
2.322397704E1,5.553313544E0,-8.347555232E0,-3.872402766E0
2.323402704E1,5.548576714E0,-7.173087589E0,-3.153924973E0
2.324407604E1,3.739388550E0,-4.728430459E0,-1.344218161E0
2.325412504E1,2.513509263E0,-2.945992137E0,-2.124526604E-1
2.326417404E1,2.061893131E0,-1.599994669E0,1.381428087E-1
2.327422404E1,1.744293719E0,-3.748012608E-1,-3.828476143E-1
2.328427304E1,1.492869878E0,6.845826530E-1,-7.962697345E-1
2.329432204E1,1.434628101E0,1.553344413E0,-6.967694199E-1
2.330437104E1,1.522286635E0,2.268816737E0,-4.121917930E-1
2.331442104E1,1.608123176E0,2.880883976E0,-2.335207631E-1
2.332447004E1,1.809445442E0,3.426358445E0,-2.673779690E-1
2.333451904E1,1.988201549E0,3.943358143E0,-4.189822741E-1
2.334456904E1,2.125227832E0,4.341846474E0,-5.044977665E-1
2.335461804E1,2.226452490E0,4.677511736E0,-5.580442286E-1
2.336466704E1,2.278587727E0,5.077949529E0,-6.263964254E-1
2.337471604E1,2.354004529E0,5.485892808E0,-5.989888080E-1
2.338476604E1,2.451179114E0,5.844893138E0,-5.020945974E-1
2.339481504E1,2.447790068E0,6.102419134E0,-6.111591661E-1
2.340486404E1,2.315380746E0,6.275597289E0,-8.105936587E-1
2.341490867E1,2.185888893E0,6.454094657E0,-8.300707340E-1
2.342495867E1,2.049321617E0,6.626962325E0,-6.914484537E-1
2.343500767E1,1.869212757E0,6.582022964E0,-4.588304275E-1
2.344505667E1,1.627515467E0,6.148090566E0,-7.930812478E-2
2.345510567E1,1.249919821E0,5.578750101E0,-1.778198579E-2
2.346515567E1,8.465832710E-1,4.957359477E0,-1.355290941E-1
2.347520467E1,3.517413041E-1,4.096796683E0,-5.782913822E-1
2.348525367E1,-1.145928553E-1,3.207211819E0,-1.206527926E0
2.349530267E1,-6.079578155E-1,2.067297127E0,-1.449825892E0
2.350535267E1,-1.115908071E0,8.847439545E-1,-1.692695841E0
2.351540167E1,-1.551884363E0,-5.904109061E-2,-1.832205729E0
2.352545067E1,-2.014111146E0,-8.754585761E-1,-1.798744453E0
2.353549967E1,-2.386133810E0,-1.456805713E0,-1.481313148E0
2.354554967E1,-2.579985673E0,-1.813050250E0,-9.468793917E-1
2.355559867E1,-2.677994071E0,-1.890331730E0,-5.398271916E-1
2.356564767E1,-2.675089174E0,-1.590793490E0,-3.563924718E-1
2.357569767E1,-2.493652411E0,-1.418649707E0,-1.515458147E-1
2.358574667E1,-2.066026527E0,-1.417547507E0,-5.611596616E-1
2.359579567E1,-1.719952637E0,-1.538604752E0,-9.082351434E-1
2.360584467E1,-1.570054001E0,-2.064436669E0,-7.679756427E-1
2.361589467E1,-1.628633454E0,-2.560119174E0,-1.085118095E0
2.362594367E1,-1.959143811E0,-3.200695097E0,-2.146673080E0
2.363599267E1,-2.442823735E0,-3.857609310E0,-2.944496419E0
2.364604167E1,-3.186622895E0,-4.460625059E0,-3.886975781E0
2.365609167E1,-4.072874554E0,-4.790148990E0,-4.407886682E0
2.366614067E1,-4.767726380E0,-4.806445765E0,-3.630404052E0
2.367618967E1,-4.798579213E0,-4.983229313E0,-1.212252935E0
2.368623867E1,-4.105800518E0,-5.100446107E0,6.444789398E-1
2.369628867E1,-3.512454310E0,-4.838293794E0,1.533688413E0
2.370633767E1,-3.241603972E0,-4.370514788E0,1.702750129E0
