"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.422696623E2,-4.481812737E0,-9.203827339E-1,-1.163397475E-1
3.422797103E2,-4.349306937E0,-9.963632083E-1,-1.739132235E-1
3.422897593E2,-3.991699414E0,-1.066340346E0,-1.117694687E0
3.422998073E2,-3.490019713E0,-1.203745236E0,-1.333389117E0
3.423098563E2,-3.077481984E0,-1.248319146E0,-1.673375471E0
3.423199053E2,-3.265940668E0,-1.254976201E0,-2.145819971E0
3.423299533E2,-3.887694989E0,-1.632839649E0,-2.800476574E0
3.423400023E2,-4.705974520E0,-2.348295016E0,-4.021795033E0
3.423500513E2,-5.397468874E0,-3.790397320E0,-4.612240437E0
3.423600993E2,-5.471695769E0,-5.020073204E0,-2.587592316E0
3.423701483E2,-5.031075910E0,-4.876724035E0,4.797113280E-2
3.423801973E2,-3.471766752E0,-4.588075064E0,1.520495925E0
3.423902453E2,-1.206147857E0,-3.963556765E0,2.287014441E0
3.424002943E2,2.114359027E-1,-3.164760448E0,2.442824028E0
3.424103433E2,5.914943951E-1,-2.870067211E0,1.421556943E0
3.424203913E2,9.058477253E-1,-2.734134066E0,4.018615901E-1
3.424304403E2,1.244160022E0,-2.133243780E0,3.909740746E-1
3.424404893E2,1.543985652E0,-9.444264847E-1,1.103074309E0
3.424505373E2,1.631319665E0,-2.381290269E-1,1.882560196E0
3.424605863E2,1.327708547E0,-1.299976373E-1,2.487168142E0
3.424706343E2,1.172176704E0,-9.499275452E-1,2.853245941E0
3.424806833E2,1.054232225E0,-2.014668093E0,2.491672837E0
3.424907323E2,-9.305726767E-2,-2.064132614E0,2.411774143E0
3.425007803E2,-1.312908075E0,-1.898175770E0,3.098751816E0
3.425108293E2,-1.552139594E0,-2.472608575E0,3.805557396E0
3.425208783E2,-1.118305721E0,-3.676109982E0,4.417310640E0
3.425309263E2,-5.705762735E-1,-4.524096000E0,4.689668097E0
3.425409753E2,9.057307810E-2,-5.115808496E0,4.751330787E0
3.425510243E2,5.250147691E-1,-4.768335952E0,4.289494014E0
3.425610723E2,3.244997111E-1,-3.396852225E0,3.679175677E0
3.425711213E2,4.995802581E-1,-1.328881499E0,2.960564568E0
3.425811703E2,1.221427217E0,5.049333841E-1,2.109488297E0
3.425912183E2,1.915854534E0,1.674653673E0,1.408321770E0
3.426012673E2,2.247313601E0,2.490133849E0,1.134213656E0
3.426113153E2,2.253141814E0,3.077484323E0,1.025480003E0
3.426213643E2,2.194346014E0,3.451696769E0,8.058188224E-1
3.426314133E2,2.198803639E0,3.793029737E0,4.451321554E-1
3.426414613E2,2.251530029E0,3.927284147E0,3.234385511E-2
3.426515103E2,2.294112669E0,3.871601697E0,-3.289450933E-1
3.426615593E2,2.389129923E0,3.599437197E0,-6.236213368E-1
3.426716073E2,2.543633534E0,3.311503342E0,-1.024093555E0
3.426816563E2,2.624808967E0,3.066048923E0,-1.434987997E0
3.426917053E2,2.865043576E0,3.192335333E0,-1.768244791E0
3.427017538E2,3.168711120E0,3.538339641E0,-1.905079870E0
3.427118028E2,3.340742344E0,3.920257548E0,-1.937778962E0
3.427218518E2,3.415795742E0,4.338939824E0,-2.130643084E0
3.427318998E2,3.399365651E0,4.412220638E0,-2.477521405E0
3.427419488E2,3.504003621E0,4.532905415E0,-2.812502543E0
3.427519968E2,3.478858255E0,4.503305640E0,-3.133233431E0
3.427620458E2,3.057705823E0,4.467496707E0,-3.031111225E0
3.427720948E2,2.143820516E0,4.070981226E0,-2.712294715E0
3.427821428E2,1.458585021E0,3.328540959E0,-2.298451303E0
3.427921918E2,1.169291688E0,2.470761439E0,-1.616866371E0
3.428022408E2,7.090055957E-1,1.730130301E0,-1.085680743E0
3.428122888E2,-9.586597770E-2,1.085147331E0,-8.852596790E-1
3.428223378E2,-1.044720851E0,6.124291813E-1,-7.237291771E-1
3.428323868E2,-2.164518490E0,2.537674052E-1,-4.682865447E-1
3.428424348E2,-3.084560623E0,-2.217948300E-1,-2.377619679E-1
3.428524838E2,-3.922561059E0,-7.360779119E-1,5.791316271E-2
3.428625318E2,-4.977384437E0,-1.226306718E0,2.863457519E-1
3.428725808E2,-5.967070709E0,-1.826592987E0,5.180972207E-1
3.428826298E2,-6.298318985E0,-2.275014786E0,6.360342447E-1
3.428926778E2,-5.707928544E0,-2.326541035E0,6.473521154E-1
3.429027268E2,-5.021932619E0,-2.109003562E0,4.511711597E-2
3.429127758E2,-4.746218274E0,-1.983346898E0,-8.261497374E-1
3.429228238E2,-4.656148934E0,-2.347499794E0,-1.293303676E0
3.429328728E2,-4.844212054E0,-3.090564544E0,-1.344488740E0
3.429429218E2,-5.060497345E0,-3.949916380E0,-1.119493876E0
3.429529698E2,-4.875109034E0,-4.253667539E0,-9.040321648E-1
3.429630188E2,-4.361662688E0,-3.690433906E0,-5.448593420E-1
3.429730678E2,-3.880529811E0,-3.005810907E0,1.829083608E-1
3.429831158E2,-3.648250631E0,-2.824425015E0,9.002355677E-1
3.429931648E2,-3.218683471E0,-3.055272505E0,1.549689319E0
3.430032128E2,-2.320901103E0,-3.084951802E0,2.184402531E0
3.430132618E2,-1.105154164E0,-2.536353750E0,2.651381346E0
3.430233108E2,-9.609518856E-2,-1.878285881E0,2.786302924E0
3.430333588E2,4.575861400E-1,-1.708296797E0,2.883261454E0
3.430434078E2,6.846019489E-1,-2.165435625E0,3.284588608E0
3.430534568E2,9.413102111E-1,-2.994623430E0,3.701928363E0
3.430635048E2,1.413555321E0,-4.155375259E0,3.859892063E0
3.430735538E2,2.097664057E0,-5.426266412E0,3.552860616E0
3.430836028E2,2.920458516E0,-6.306933103E0,2.623209461E0
3.430936508E2,3.679605155E0,-6.523881760E0,1.323721185E0
3.431036998E2,4.136509510E0,-6.172566426E0,-1.649539004E-1
3.431137488E2,4.511093839E0,-4.945943958E0,-1.400070764E0
3.431237968E2,4.609409508E0,-3.080795601E0,-2.187485622E0
3.431338458E2,4.182746368E0,-1.586930820E0,-1.661808363E0
3.431438938E2,3.355301034E0,-4.689572203E-1,-5.352067584E-1
3.431539428E2,2.737167309E0,7.311311674E-1,-2.991805364E-1
3.431639918E2,2.464752256E0,1.796490936E0,-5.992070188E-1
3.431740398E2,2.487852558E0,2.681309150E0,-7.042762215E-1
3.431840888E2,2.644534549E0,3.258367354E0,-7.625185825E-1
3.431941378E2,2.680913293E0,3.799900800E0,-9.413771617E-1
3.432041858E2,2.799679891E0,4.352656807E0,-1.397656449E0
3.432142348E2,2.946225149E0,4.792162771E0,-1.704257979E0
3.432242838E2,3.200334324E0,5.208642985E0,-1.907068654E0
3.432343318E2,3.434222950E0,5.378958344E0,-1.896583135E0
3.432443808E2,3.530356730E0,5.343530064E0,-1.905080747E0
3.432544288E2,3.683382457E0,5.427722953E0,-1.899236455E0
3.432644778E2,3.849889524E0,5.404809469E0,-1.902914938E0
3.432745268E2,3.960690167E0,5.262016370E0,-1.706518074E0
3.432845748E2,4.036227423E0,5.007864218E0,-1.534121838E0
3.432946238E2,4.027754515E0,4.828083386E0,-1.519262747E0
3.433046728E2,3.924978882E0,4.825735145E0,-1.422567342E0
3.433147208E2,3.761518799E0,4.411248831E0,-9.940395248E-1
3.433247698E2,3.677647215E0,3.775589831E0,-4.916040713E-1
3.433348188E2,3.431566560E0,3.203037491E0,-3.075553572E-1
3.433448668E2,3.045346564E0,2.618472632E0,-6.486509281E-1
3.433549158E2,2.219892206E0,1.474221645E0,-1.019942690E0
3.433649638E2,1.069840197E0,1.933212286E-1,-1.359505706E0
3.433750128E2,-6.815748453E-2,-7.540961069E-1,-1.659899978E0
3.433850618E2,-1.232673459E0,-1.380902422E0,-1.927964995E0
3.433951098E2,-2.320247092E0,-1.894766843E0,-1.796199160E0
3.434051588E2,-3.214957625E0,-1.947581819E0,-1.397302693E0
3.434152078E2,-3.889860505E0,-1.649056317E0,-7.838981956E-1
3.434252558E2,-4.306144837E0,-1.409777142E0,5.821370959E-2
3.434353048E2,-4.304608189E0,-1.646426824E0,5.894426072E-1
3.434453538E2,-4.216533626E0,-1.742899450E0,6.091446541E-2
3.434554018E2,-4.086760522E0,-1.736939383E0,-1.255566185E0
3.434654508E2,-3.475747536E0,-1.761930383E0,-2.021326318E0
3.434754998E2,-3.288044605E0,-2.000611387E0,-2.436285086E0
3.434855478E2,-3.791145179E0,-2.024925279E0,-3.193970214E0
3.434955968E2,-4.647228714E0,-2.040039162E0,-4.472382640E0
3.435056448E2,-5.840645721E0,-2.847302831E0,-4.739715586E0
3.435156938E2,-6.427512045E0,-4.174872800E0,-3.328435124E0
3.435257428E2,-5.910083161E0,-4.757550763E0,-5.920585784E-1
3.435357908E2,-4.540164734E0,-4.175414836E0,1.027255218E0
3.435458398E2,-2.806914066E0,-4.154001748E0,1.645350936E0
3.435558888E2,-1.222722082E0,-4.674279395E0,2.521019427E0
3.435659368E2,-2.596239763E-1,-5.008582841E0,2.418130651E0
3.435759858E2,3.177184027E-1,-5.084654531E0,8.244515598E-1
3.435860348E2,9.813934591E-1,-4.503222025E0,-5.721594071E-1
3.435960828E2,1.806361328E0,-2.449902667E0,-5.476233208E-1
3.436061318E2,2.135734986E0,-2.182917631E-1,6.393257886E-1
3.436161798E2,1.950717388E0,6.623041767E-1,1.794906340E0
3.436262288E2,1.277047101E0,3.974352479E-1,2.354909971E0
3.436362778E2,4.538445067E-1,-3.843573654E-1,2.860023449E0
3.436463258E2,-2.816697335E-1,-1.165830136E0,2.686229582E0
3.436563748E2,-8.210897031E-1,-2.093676256E0,2.282424377E0
3.436664238E2,-1.416120202E0,-2.892896495E0,2.548283240E0
3.436764718E2,-1.393262851E0,-4.145513345E0,2.958430334E0
3.436865208E2,-6.236198750E-1,-5.813058558E0,3.080893250E0
3.436965698E2,2.689365444E-1,-6.494301281E0,3.435883559E0
3.437066167E2,5.838883370E-1,-5.818953136E0,3.974958251E0
3.437166657E2,4.251972431E-1,-3.955896912E0,3.605394341E0
3.437267137E2,7.082638764E-1,-1.497235701E0,2.495146083E0
3.437367627E2,1.279337456E0,4.688338441E-1,1.700591336E0
3.437468117E2,1.831304673E0,1.758439010E0,1.277021374E0
3.437568597E2,2.056483579E0,2.634239064E0,9.874228156E-1
3.437669087E2,1.989264573E0,3.243690843E0,7.223457259E-1
3.437769577E2,1.843999563E0,3.581579216E0,3.192626524E-1
3.437870057E2,1.857783789E0,3.868031387E0,-3.567620158E-2
3.437970547E2,2.076437202E0,3.930857965E0,-1.668742357E-1
3.438071037E2,2.288880580E0,4.101210746E0,-3.332024145E-1
3.438171517E2,2.489353831E0,4.341185739E0,-5.232972226E-1
3.438272007E2,2.723214098E0,4.609494585E0,-7.139203998E-1
3.438372497E2,3.076966552E0,5.011194207E0,-9.963572149E-1
3.438472977E2,3.441122079E0,5.333528402E0,-1.075351490E0
3.438573467E2,3.706017613E0,5.424100018E0,-9.729230364E-1
3.438673947E2,3.875731878E0,5.375203262E0,-1.100345414E0
3.438774437E2,3.850930620E0,5.038735178E0,-1.567444974E0
3.438874927E2,3.992311325E0,5.461761349E0,-1.575680923E0
3.438975407E2,4.154345272E0,5.927440621E0,-7.276092432E-1
3.439075897E2,4.022681763E0,5.467951212E0,-5.985240640E-1
3.439176387E2,3.646314033E0,4.601868646E0,-1.129382540E0
3.439276867E2,3.139962699E0,3.608470561E0,-1.666194067E0
3.439377357E2,2.362371310E0,2.583976398E0,-1.837785727E0
3.439477847E2,1.565167483E0,1.749521422E0,-1.694203984E0
3.439578327E2,9.497553447E-1,1.049203327E0,-1.393680342E0
3.439678817E2,4.207162294E-1,5.156717956E-1,-1.073050611E0
3.439779297E2,-1.929472992E-1,7.268732250E-2,-9.770581873E-1
3.439879787E2,-9.221398222E-1,-3.721951568E-1,-9.271771985E-1
3.439980277E2,-1.762494054E0,-7.575816321E-1,-7.897477502E-1
3.440080757E2,-2.717815364E0,-1.225503311E0,-6.387264490E-1
3.440181247E2,-3.751901884E0,-1.895837469E0,-6.108368383E-1
3.440281737E2,-4.784840011E0,-2.785792462E0,-4.733508182E-1
3.440382217E2,-5.530987705E0,-3.601676681E0,-3.574446782E-1
3.440482707E2,-5.873663778E0,-3.870140478E0,-3.892090926E-1
3.440583187E2,-5.999431540E0,-3.577808347E0,-5.620802692E-1
3.440683677E2,-5.997452842E0,-3.238203231E0,-8.358555306E-1
3.440784167E2,-5.893512152E0,-3.040766147E0,-1.325152729E0
3.440884647E2,-5.540435636E0,-3.369693663E0,-1.550408088E0
3.440985137E2,-5.151128018E0,-4.203437033E0,-1.544855425E0
3.441085627E2,-4.704440503E0,-4.555204357E0,-1.364285220E0
3.441186107E2,-4.006631156E0,-4.039859421E0,-7.259652986E-1
3.441286597E2,-3.139553102E0,-3.139743136E0,2.045927601E-1
3.441387087E2,-2.448017232E0,-2.504760659E0,1.085238401E0
3.441487567E2,-1.857972946E0,-2.250116757E0,1.992884876E0
3.441588057E2,-1.128331942E0,-1.880323051E0,2.644964027E0
3.441688537E2,-2.513981134E-1,-1.107853823E0,2.988577409E0
3.441789027E2,4.688391066E-1,-4.277045292E-1,2.976087756E0
3.441889517E2,8.690666923E-1,-5.793941671E-1,2.917785754E0
3.441989997E2,9.271871388E-1,-1.451713958E0,3.025761023E0
3.442090487E2,8.515563279E-1,-2.515623032E0,3.596421204E0
3.442190977E2,1.003575164E0,-3.984528973E0,3.686221572E0
3.442291457E2,1.559691273E0,-5.658906072E0,2.935418032E0
3.442391947E2,2.305346632E0,-7.299161160E0,1.539077645E0
3.442492437E2,2.944328604E0,-8.076699339E0,1.854701722E-1
3.442592917E2,3.573936905E0,-7.365591377E0,-1.192359392E0
3.442693407E2,3.911936960E0,-5.560396861E0,-2.078863358E0
3.442793887E2,3.663778789E0,-3.264267195E0,-1.616839913E0
3.442894377E2,3.220993706E0,-1.366676146E0,-5.630577774E-1
3.442994867E2,2.753182248E0,2.222175837E-1,-1.081372368E-1
3.443095347E2,2.459340073E0,1.572315704E0,-3.536988057E-1
3.443195837E2,2.292981817E0,2.461557337E0,-3.338118406E-1
3.443296327E2,2.277156328E0,3.076741142E0,-2.795871015E-1
3.443396807E2,2.211805507E0,3.689398949E0,-5.285475107E-1
3.443497297E2,2.087030311E0,4.248602096E0,-8.933883320E-1
3.443597787E2,2.141936835E0,4.636680629E0,-1.290778849E0
3.443698267E2,2.205450753E0,4.977997225E0,-1.683175405E0
3.443798757E2,2.227317001E0,5.281338494E0,-1.998990539E0
3.443899237E2,2.313812816E0,5.337868790E0,-2.049442654E0
3.443999727E2,2.443544697E0,5.285154971E0,-1.973727059E0
3.444100217E2,2.638495252E0,5.340773687E0,-1.872358120E0
3.444200697E2,2.892501516E0,5.370397435E0,-1.571007828E0
3.444301187E2,3.103175819E0,5.352149445E0,-1.204662518E0
3.444401677E2,3.221623743E0,5.461561375E0,-1.165878668E0
3.444502157E2,3.223052511E0,5.511046361E0,-1.182943767E0
3.444602647E2,3.204843989E0,5.179198161E0,-9.481546694E-1
3.444703137E2,3.245581248E0,4.528298979E0,-4.204845335E-1
3.444803617E2,3.206545236E0,3.825067801E0,-3.896599129E-2
3.444904107E2,3.016732045E0,3.000433808E0,-1.142411453E-1
3.445004587E2,2.609328463E0,1.993349145E0,-5.718033117E-1
3.445105077E2,2.050992751E0,7.969117588E-1,-1.145481825E0
3.445205567E2,1.319278032E0,-3.982292998E-1,-1.672624104E0
3.445306047E2,5.894084010E-1,-1.532263446E0,-2.138472944E0
3.445406537E2,-1.654823425E-1,-2.139833592E0,-2.340092542E0
3.445507027E2,-9.882952201E-1,-2.364307616E0,-1.914080781E0
3.445607507E2,-1.867123839E0,-2.096975840E0,-1.056169115E0
3.445707997E2,-2.429106460E0,-1.794987032E0,6.985843956E-2
3.445808477E2,-2.812838173E0,-1.893750013E0,9.529085288E-1
3.445908967E2,-2.989843916E0,-1.726898544E0,8.421019650E-1
3.446009457E2,-3.275773931E0,-1.499959334E0,-5.184214488E-3
3.446109937E2,-3.498692595E0,-1.518573360E0,-5.733926580E-1
3.446210427E2,-3.728476184E0,-1.523527122E0,-1.173636754E0
3.446310917E2,-4.087647252E0,-1.635941012E0,-2.102044206E0
3.446411397E2,-4.550806374E0,-2.016719297E0,-3.178807799E0
3.446511887E2,-5.011013528E0,-2.435512084E0,-4.627079501E0
3.446612377E2,-4.953172286E0,-3.731654438E0,-5.216299329E0
3.446712857E2,-4.303450440E0,-4.963631201E0,-3.715936537E0
3.446813347E2,-3.953020667E0,-4.538702345E0,-1.535622672E0
3.446913827E2,-3.235148061E0,-3.823599565E0,-7.521776354E-1
3.447014317E2,-2.030523696E0,-3.983609791E0,-1.301362528E-1
3.447114817E2,-9.973528495E-1,-3.875020564E0,1.368629116E0
3.447215297E2,-2.722802746E-1,-3.356960766E0,2.665619901E0
3.447315787E2,2.867743528E-1,-3.174494308E0,2.410231063E0
3.447416277E2,6.453940290E-1,-3.085478051E0,1.209034043E0
3.447516757E2,9.818846253E-1,-2.614285440E0,4.069971997E-1
3.447617247E2,1.464373472E0,-1.147565188E0,7.432688177E-1
3.447717737E2,2.034083773E0,4.190646833E-1,1.352492555E0
3.447818217E2,2.150633399E0,1.057702255E0,2.462988735E0
3.447918707E2,1.644270955E0,3.803707337E-1,3.745959066E0
3.448019187E2,9.782383016E-1,-6.391456944E-1,3.893070334E0
3.448119677E2,-1.657823047E-1,-1.374795590E0,3.289773334E0
3.448220167E2,-1.293211729E0,-1.895940380E0,3.059847951E0
3.448320647E2,-1.701376033E0,-2.439197584E0,3.138634504E0
3.448421137E2,-1.524651249E0,-2.968071808E0,2.957861985E0
3.448521627E2,-1.011004052E0,-3.796608233E0,3.152884169E0
3.448622107E2,-7.225009695E-1,-3.971331807E0,3.552270048E0
3.448722597E2,-5.799949685E-1,-3.377267561E0,3.880357318E0
3.448823077E2,-3.409853509E-1,-2.544870220E0,3.934006691E0
3.448923567E2,8.284481317E-2,-1.328754614E0,3.583798234E0
3.449024057E2,4.832440147E-1,-1.259665668E-2,3.118269821E0
3.449124537E2,8.997879633E-1,7.976613718E-1,2.435040214E0
3.449225027E2,1.348051595E0,1.507863016E0,1.238077748E0
3.449325517E2,1.599806973E0,2.332266628E0,3.101094210E-1
3.449425997E2,1.451155549E0,2.578368918E0,-3.315622705E-1
3.449526487E2,1.424524113E0,2.763628591E0,-6.792458993E-1
3.449626967E2,1.295879229E0,2.537865840E0,-1.416028401E0
3.449727457E2,1.234870550E0,2.767148030E0,-1.856241294E0
3.449827947E2,1.298299976E0,3.207579609E0,-1.562035714E0
3.449928427E2,1.421024554E0,3.570167790E0,-1.346923667E0
3.450028917E2,1.579771489E0,3.712139940E0,-1.014158624E0
3.450129407E2,1.897076201E0,3.831221995E0,-5.916774130E-1
3.450229887E2,2.283658724E0,3.879577299E0,-1.096870560E0
3.450330377E2,2.984318882E0,4.826350856E0,-5.067686789E-1
3.450430857E2,3.760243229E0,5.720848551E0,6.126974224E-1
3.450531347E2,4.219927350E0,5.603532940E0,-4.824470392E-1
3.450631837E2,4.148355384E0,5.244384676E0,-2.339932620E0
3.450732317E2,3.634045990E0,4.728205342E0,-3.408785515E0
3.450832807E2,3.206035067E0,3.994266926E0,-3.252540312E0
3.450933297E2,2.974752837E0,3.349578071E0,-2.470401543E0
3.451033777E2,2.589377471E0,3.013439185E0,-1.937969142E0
3.451134267E2,2.001796033E0,2.903294599E0,-1.558371995E0
3.451234757E2,1.417524703E0,2.638353165E0,-1.340211210E0
3.451335237E2,9.154435909E-1,2.162602649E0,-1.238475505E0
3.451435727E2,4.016680473E-1,1.444430081E0,-1.107568041E0
3.451536207E2,-2.588661772E-1,6.257836372E-1,-9.023886587E-1
3.451636697E2,-1.102590744E0,-1.081120938E-1,-7.016747953E-1
3.451737187E2,-2.137641763E0,-6.829974729E-1,-3.254321958E-1
3.451837667E2,-3.272340153E0,-1.476006800E0,8.118727371E-2
3.451938157E2,-4.310574103E0,-2.347949445E0,4.365874730E-1
3.452038647E2,-5.152372890E0,-2.902238592E0,8.473672365E-1
3.452139127E2,-5.506054008E0,-3.276480859E0,1.167711185E0
3.452239617E2,-5.582920336E0,-3.421736221E0,7.335384661E-1
3.452340107E2,-5.957837956E0,-3.376382293E0,-1.764262837E-1
3.452440587E2,-6.335147088E0,-3.694546253E0,-6.827390260E-1
3.452541077E2,-6.712384298E0,-4.518645226E0,-7.270406015E-1
3.452641557E2,-6.929606021E0,-5.188018686E0,-7.111344208E-1
3.452742047E2,-6.621585810E0,-5.136209432E0,-8.643992986E-1
3.452842537E2,-5.703793977E0,-4.233633808E0,-8.227533822E-1
3.452943017E2,-4.713462757E0,-3.307768725E0,-6.757173970E-2
3.453043507E2,-3.975245934E0,-3.430262046E0,8.129763991E-1
3.453143997E2,-3.206929983E0,-3.927419803E0,1.764631212E0
3.453244477E2,-2.140662727E0,-3.663063675E0,2.637413517E0
3.453344967E2,-8.530345041E-1,-2.772260250E0,3.107425575E0
3.453445447E2,2.460353395E-1,-1.826978318E0,3.344767567E0
3.453545937E2,9.222716770E-1,-1.059931798E0,3.066955242E0
3.453646427E2,1.341011840E0,-7.409579980E-1,2.611674659E0
3.453746907E2,1.810539164E0,-8.329265141E-1,2.281250695E0
3.453847397E2,2.277326775E0,-1.420403287E0,2.319558874E0
3.453947887E2,2.720971983E0,-2.512694746E0,2.102677021E0
3.454048367E2,3.515399552E0,-3.899394683E0,8.117337196E-1
3.454148857E2,4.525021614E0,-4.893310831E0,-9.359760886E-1
3.454249337E2,5.245566398E0,-5.130560437E0,-2.188908688E0
3.454349827E2,5.179551918E0,-4.568742415E0,-2.252211083E0
3.454450317E2,4.218785097E0,-3.362543687E0,-8.907252176E-1
3.454550797E2,3.289179257E0,-1.879892111E0,1.626309478E-1
3.454651287E2,2.737215256E0,-3.244450396E-1,3.563220128E-2
3.454751777E2,2.462469795E0,9.820240813E-1,-5.661958319E-1
3.454852257E2,2.260669811E0,1.977133062E0,-1.058835153E0
3.454952747E2,2.286968833E0,2.650303119E0,-1.037164787E0
3.455053227E2,2.346104064E0,3.131482775E0,-8.441707098E-1
3.455153717E2,2.259566149E0,3.685229300E0,-8.712860030E-1
3.455254207E2,2.208673154E0,4.138287356E0,-1.088735913E0
3.455354687E2,2.179395853E0,4.432498782E0,-1.332088258E0
3.455455177E2,2.267499944E0,4.628843021E0,-1.306328203E0
3.455555667E2,2.449362092E0,4.715098223E0,-1.056762461E0
3.455656147E2,2.504645469E0,4.768669243E0,-1.013750343E0
3.455756637E2,2.542639507E0,4.867823988E0,-1.086182946E0
3.455857127E2,2.784780016E0,4.986481535E0,-9.207797599E-1
3.455957607E2,2.999496499E0,5.014585592E0,-7.506871802E-1
3.456058097E2,3.016938744E0,4.720707457E0,-4.370879947E-1
3.456158577E2,2.959123229E0,4.325764877E0,-5.670088872E-2
3.456259067E2,2.842054078E0,4.089447902E0,-5.504919648E-2
3.456359557E2,2.781451489E0,3.752427256E0,1.739722073E-1
3.456460037E2,2.681317921E0,3.262828780E0,3.838931695E-1
3.456560527E2,2.555593429E0,2.746151263E0,4.647461287E-1
3.456661017E2,2.194129082E0,2.173556238E0,2.630329031E-1
3.456761497E2,1.647216783E0,1.451322779E0,-3.383842170E-2
3.456861987E2,9.776146960E-1,8.866109705E-1,-5.103015666E-1
3.456962467E2,1.379665151E-1,4.335295254E-1,-1.181826364E0
3.457062950E2,-8.670464793E-1,1.473147511E-1,-1.851030840E0
3.457163440E2,-1.591821431E0,8.203117311E-2,-2.123960155E0
3.457263920E2,-2.272823834E0,1.997677839E-1,-2.032149514E0
3.457364410E2,-2.691747599E0,5.615285844E-1,-1.646236789E0
3.457464900E2,-2.922080826E0,1.794516331E-1,-1.005307767E0
3.457565380E2,-2.865349970E0,-1.233359630E0,-6.061328995E-1
3.457665870E2,-2.503877145E0,-2.314254865E0,-1.079160367E0
3.457766350E2,-1.992555386E0,-2.956105481E0,-1.824808416E0
3.457866840E2,-1.565701334E0,-3.340204985E0,-1.930881586E0
3.457967330E2,-1.507050253E0,-3.192434151E0,-2.411915646E0
3.458067810E2,-2.296291926E0,-2.678087334E0,-3.593071918E0
3.458168300E2,-3.565668358E0,-2.464652268E0,-5.129581613E0
3.458268790E2,-5.289208846E0,-3.008569624E0,-4.965490031E0
3.458369270E2,-6.677990391E0,-4.049671633E0,-1.971358352E0
3.458469760E2,-6.785168100E0,-4.600921982E0,1.928744283E-1
3.458570240E2,-6.148395206E0,-4.151420202E0,-1.438193587E-1
3.458670730E2,-4.595139963E0,-4.235558127E0,1.927633677E-1
3.458771220E2,-2.361218824E0,-4.653041723E0,1.941730510E0
3.458871700E2,-9.736035061E-1,-4.741156340E0,2.283576279E0
3.458972190E2,-2.702892977E-1,-4.497322184E0,9.799863267E-1
3.459072680E2,5.029286662E-1,-3.731162102E0,2.014588352E-1
3.459173160E2,1.208006687E0,-2.114581806E0,6.939095467E-1
3.459273650E2,1.650447662E0,-6.682642436E-1,1.665069501E0
3.459374130E2,1.668537777E0,-2.955153555E-1,2.225361400E0
3.459474620E2,1.227413304E0,-5.992179823E-1,2.412306240E0
3.459575110E2,9.562931165E-1,-1.348888332E0,2.365850111E0
3.459675590E2,4.319537008E-1,-1.789005915E0,2.220377233E0
3.459776080E2,-5.002605817E-1,-1.755448744E0,2.385411386E0
3.459876570E2,-1.036830326E0,-2.121658106E0,2.689451398E0
3.459977050E2,-1.115054085E0,-2.686258818E0,3.377151786E0
3.460077540E2,-7.753627226E-1,-3.719003987E0,3.936322188E0
3.460178020E2,-2.529417783E-2,-4.397916595E0,3.870867287E0
3.460278510E2,2.437625268E-1,-4.543602896E0,4.179206171E0
3.460379000E2,2.901914656E-1,-3.704033360E0,3.958382564E0
3.460479480E2,4.248633671E-1,-2.041020325E0,3.113608421E0
3.460579970E2,9.859595498E-1,-1.456120420E-1,2.189481715E0
3.460680460E2,1.752590333E0,1.358195345E0,1.550013839E0
3.460780940E2,2.095775406E0,2.310685140E0,1.125581996E0
3.460881430E2,2.062874293E0,2.917612676E0,7.861885500E-1
3.460981910E2,1.890215371E0,3.178369843E0,4.213690710E-1
3.461082400E2,1.783563911E0,3.103624885E0,3.315032136E-1
3.461182890E2,1.896256714E0,3.192889649E0,1.695809484E-1
3.461283370E2,2.070705762E0,3.334341397E0,3.950141352E-2
3.461383860E2,2.242567124E0,3.410483839E0,-4.066157419E-2
3.461484350E2,2.474819407E0,3.592358558E0,-1.684500968E-1
3.461584830E2,2.672771046E0,3.872006909E0,-3.306566099E-1
3.461685320E2,2.879118409E0,4.238800408E0,-5.327778250E-1
3.461785810E2,3.089675183E0,4.617370784E0,-7.844472492E-1
3.461886290E2,3.331877672E0,4.900536236E0,-8.987059361E-1
3.461986780E2,3.453399771E0,5.094670812E0,-8.591717416E-1
3.462087260E2,3.504561446E0,5.209186776E0,-8.591829975E-1
3.462187750E2,3.551338586E0,5.245137212E0,-6.715774222E-1
3.462288240E2,3.522472637E0,4.968520643E0,-5.611030532E-1
3.462388720E2,3.457352488E0,4.692974698E0,-6.825368585E-1
3.462489210E2,3.192338256E0,4.256040924E0,-1.043404204E0
3.462589700E2,2.746595067E0,3.665962724E0,-1.489768368E0
3.462690180E2,2.091293808E0,2.924053384E0,-1.825324579E0
3.462790670E2,1.363632378E0,2.022243746E0,-1.824891885E0
3.462891150E2,6.995067939E-1,1.206284682E0,-1.613818218E0
3.462991640E2,-4.084280133E-4,4.163527447E-1,-1.374872335E0
3.463092130E2,-7.851416060E-1,-4.114960474E-1,-1.250760359E0
3.463192610E2,-1.576196501E0,-1.246432250E0,-1.212681536E0
3.463293100E2,-2.332573315E0,-1.943642550E0,-1.146891589E0
3.463393590E2,-3.122226632E0,-2.518817950E0,-9.448585939E-1
3.463494070E2,-3.985903946E0,-2.928582053E0,-8.253976393E-1
